symbol,entry_time,exit_time,entry_price,exit_price,qty,pnl_usd,pnl_pct,exit_reason,fg_at_entry,fg_at_exit
BNBUSDT,2026-05-15 04:00:00+00:00,2026-05-15 12:00:00+00:00,684.3,671.73,3.653368405670028,-45.9228,-1.8369,ema_cross_down,45,45
BNBUSDT,2026-05-30 12:00:00+00:00,2026-06-01 00:00:00+00:00,694.53,703.65,3.583026348444534,32.6772,1.3131,trail_stop,35,31
CAKEUSDT,2026-05-31 00:00:00+00:00,2026-06-01 04:00:00+00:00,1.537,1.437,1645.5928526341827,-164.5593,-6.5062,trail_stop,35,31
