symbol,entry_time,exit_time,entry_price,exit_price,qty,pnl_usd,pnl_pct,exit_reason,fg_at_entry,fg_at_exit
BNBUSDT,2020-02-14 12:00:00+00:00,2020-02-15 01:00:00+00:00,25.6939,25.8183,250.02384829504652,31.103,0.4842,trail_stop,63,64
BTCUSDT,2020-02-14 12:00:00+00:00,2020-02-15 05:00:00+00:00,10258.57,10224.72,0.6262166906019159,-21.1974,-0.33,trail_stop,63,64
ETHUSDT,2020-02-18 03:00:00+00:00,2020-02-19 21:00:00+00:00,269.18,262.94,23.883797167633592,-149.0349,-2.3182,trail_stop,53,50
BNBUSDT,2020-02-18 18:00:00+00:00,2020-02-19 21:00:00+00:00,23.9503,22.4706,268.4325675078647,-397.1997,-6.1782,trail_stop,53,50
ETHUSDT,2020-02-21 20:00:00+00:00,2020-02-22 05:00:00+00:00,263.77,260.64,11.669111800716346,-36.5243,-1.1866,ema_cross_down,44,43
ETHUSDT,2020-02-23 03:00:00+00:00,2020-02-24 02:00:00+00:00,265.61,268.19,11.553896840069612,29.8091,0.9713,trail_stop,46,46
BTCUSDT,2020-02-23 04:00:00+00:00,2020-02-24 02:00:00+00:00,9848.34,9741.09,0.3117526295856762,-33.4355,-1.089,trail_stop,46,46
BNBUSDT,2020-05-05 08:00:00+00:00,2020-05-05 09:00:00+00:00,17.1267,16.9892,179.7896980115601,-24.7211,-0.8028,ema_cross_down,40,40
BTCUSDT,2020-05-05 00:00:00+00:00,2020-05-05 15:00:00+00:00,8901.65,8842.34,0.34464665941392536,-20.441,-0.6663,trail_stop,40,40
ETHUSDT,2020-05-06 10:00:00+00:00,2020-05-06 19:00:00+00:00,208.77,204.57,14.641152543758015,-61.4928,-2.0118,trail_stop,42,42
ETHUSDT,2020-05-07 18:00:00+00:00,2020-05-08 06:00:00+00:00,212.63,208.28,14.303062627048932,-62.2183,-2.0458,trail_stop,49,55
BNBUSDT,2020-05-07 21:00:00+00:00,2020-05-09 11:00:00+00:00,17.105,16.9516,177.72631911192912,-27.2632,-0.8968,trail_stop,49,56
BNBUSDT,2020-05-17 02:00:00+00:00,2020-05-18 08:00:00+00:00,16.1607,16.4354,187.15192071381912,51.4106,1.6998,trail_stop,40,50
ETHUSDT,2020-05-16 05:00:00+00:00,2020-05-18 09:00:00+00:00,200.23,210.9,15.07711043022802,160.8728,5.3289,trail_stop,41,50
BTCUSDT,2020-05-19 08:00:00+00:00,2020-05-20 15:00:00+00:00,9803.94,9414.5,0.6266787988649892,-244.0538,-3.9723,trail_stop,50,52
BNBUSDT,2020-05-22 20:00:00+00:00,2020-05-23 09:00:00+00:00,16.6924,16.4328,180.37832928846157,-46.8262,-1.5552,trail_stop,42,40
ETHUSDT,2020-05-22 22:00:00+00:00,2020-05-23 09:00:00+00:00,208.32,206.16,14.458580337737702,-31.2305,-1.0369,trail_stop,42,40
BNBUSDT,2020-05-23 15:00:00+00:00,2020-05-23 16:00:00+00:00,16.5686,16.4826,180.5483285770383,-15.5272,-0.5191,ema_cross_down,40,40
BNBUSDT,2020-05-24 03:00:00+00:00,2020-05-24 11:00:00+00:00,16.616,16.4936,179.79966585201677,-22.0075,-0.7366,trail_stop,43,43
ETHUSDT,2020-05-27 11:00:00+00:00,2020-05-28 07:00:00+00:00,206.48,205.32,14.442315856364003,-16.7531,-0.5618,trail_stop,39,41
BTCUSDT,2020-05-27 11:00:00+00:00,2020-05-29 10:00:00+00:00,9150.74,9365.0,0.3258806804719661,69.8232,2.3414,trail_stop,39,48
BNBUSDT,2020-06-01 16:00:00+00:00,2020-06-02 14:00:00+00:00,17.4175,17.1261,343.94337936824166,-100.2251,-1.673,trail_stop,50,56
ETHUSDT,2020-06-03 20:00:00+00:00,2020-06-04 09:00:00+00:00,241.7,240.73,12.289038601101359,-11.9204,-0.4013,trail_stop,48,54
BNBUSDT,2020-06-04 00:00:00+00:00,2020-06-04 09:00:00+00:00,17.543,17.3407,339.3653420450641,-68.6536,-1.1532,trail_stop,54,54
BTCUSDT,2020-06-04 14:00:00+00:00,2020-06-05 23:00:00+00:00,9746.63,9621.16,0.6044741325317743,-75.8434,-1.2873,trail_stop,54,53
BNBUSDT,2020-06-04 13:00:00+00:00,2020-06-07 02:00:00+00:00,17.5331,17.5786,336.51974104425364,15.3116,0.2595,ema_cross_down,54,54
ETHUSDT,2020-06-07 02:00:00+00:00,2020-06-07 10:00:00+00:00,243.38,240.62,24.118532381902295,-66.5671,-1.134,ema_cross_down,54,54
ETHUSDT,2020-06-08 01:00:00+00:00,2020-06-08 14:00:00+00:00,243.85,241.27,23.913668808103004,-61.6973,-1.058,trail_stop,53,53
BTCUSDT,2020-06-08 00:00:00+00:00,2020-06-09 09:00:00+00:00,9761.17,9669.7,0.5979493069396757,-54.6944,-0.9371,trail_stop,53,52
BNBUSDT,2020-06-10 05:00:00+00:00,2020-06-10 06:00:00+00:00,17.3986,17.34,332.1237911156654,-19.4625,-0.3368,ema_cross_down,54,54
BNBUSDT,2020-06-10 22:00:00+00:00,2020-06-11 13:00:00+00:00,17.4241,17.122,331.07923881436216,-100.019,-1.7338,ema_cross_down,54,52
ETHUSDT,2020-06-22 01:00:00+00:00,2020-06-24 07:00:00+00:00,233.35,242.41,12.25358527105725,111.0175,3.8826,trail_stop,38,50
ETHUSDT,2020-07-04 19:00:00+00:00,2020-07-05 05:00:00+00:00,228.98,226.74,12.608649199232048,-28.2434,-0.9783,trail_stop,40,38
ETHUSDT,2020-07-06 04:00:00+00:00,2020-07-07 06:00:00+00:00,227.88,237.25,12.641553126373438,118.4514,4.1118,trail_stop,40,43
BNBUSDT,2020-07-06 02:00:00+00:00,2020-07-09 01:00:00+00:00,15.56,16.9375,185.09432198512752,254.9674,8.8528,trail_stop,40,44
BTCUSDT,2020-07-12 05:00:00+00:00,2020-07-12 13:00:00+00:00,9270.51,9210.0,0.3260345156621814,-19.7283,-0.6527,trail_stop,41,41
BNBUSDT,2020-07-10 17:00:00+00:00,2020-07-12 16:00:00+00:00,17.0725,18.1342,174.16443669179924,184.9104,6.2188,trail_stop,41,41
ETHUSDT,2020-07-13 00:00:00+00:00,2020-07-13 18:00:00+00:00,241.79,241.44,12.459304603435355,-4.3608,-0.1448,trail_stop,43,43
BTCUSDT,2020-07-12 23:00:00+00:00,2020-07-13 19:00:00+00:00,9302.75,9235.07,0.324067383719221,-21.9329,-0.7275,trail_stop,41,43
BNBUSDT,2020-07-19 06:00:00+00:00,2020-07-20 10:00:00+00:00,17.8593,17.8403,168.43574186046783,-3.2003,-0.1064,trail_stop,41,44
BTCUSDT,2020-07-19 22:00:00+00:00,2020-07-20 11:00:00+00:00,9185.76,9147.75,0.3277426917748665,-12.4575,-0.4138,trail_stop,41,44
BNBUSDT,2020-07-21 09:00:00+00:00,2020-07-21 19:00:00+00:00,17.8204,17.6115,168.58375793507582,-35.2171,-1.1723,trail_stop,44,44
BNBUSDT,2020-07-22 03:00:00+00:00,2020-07-22 04:00:00+00:00,17.723,17.6515,338.0269382325866,-24.1689,-0.4034,ema_cross_down,50,50
BNBUSDT,2020-07-22 22:00:00+00:00,2020-07-24 05:00:00+00:00,17.8919,18.4482,334.16053986744373,185.8935,3.1092,trail_stop,50,53
BNBUSDT,2020-07-27 22:00:00+00:00,2020-07-30 01:00:00+00:00,20.0931,19.7882,302.17904242841803,-92.1344,-1.5174,trail_stop,58,76
BNBUSDT,2020-07-31 00:00:00+00:00,2020-07-31 15:00:00+00:00,20.149,20.3662,299.0543710556471,64.9546,1.078,trail_stop,75,75
BNBUSDT,2020-08-02 23:00:00+00:00,2020-08-03 21:00:00+00:00,20.9898,21.615,288.6222749667399,180.4466,2.9786,trail_stop,80,75
BTCUSDT,2020-08-05 09:00:00+00:00,2020-08-05 22:00:00+00:00,11393.86,11620.52,0.5396193344706254,122.3101,1.9893,trail_stop,75,75
BNBUSDT,2020-08-07 08:00:00+00:00,2020-08-07 14:00:00+00:00,22.8743,22.5908,271.46195553206155,-76.9595,-1.2394,ema_cross_down,77,77
BTCUSDT,2020-08-08 12:00:00+00:00,2020-08-09 05:00:00+00:00,11772.56,11640.5,0.5241869633478501,-69.2241,-1.1218,trail_stop,77,79
BNBUSDT,2020-08-08 22:00:00+00:00,2020-08-09 05:00:00+00:00,22.8778,22.56,269.42421268776064,-85.623,-1.3891,trail_stop,77,79
BTCUSDT,2020-08-10 01:00:00+00:00,2020-08-10 10:00:00+00:00,11849.87,11686.13,0.5142333970452353,-84.2006,-1.3818,trail_stop,78,78
BNBUSDT,2020-08-10 06:00:00+00:00,2020-08-10 10:00:00+00:00,22.6294,22.2902,269.27797045632775,-91.3391,-1.4989,ema_cross_down,78,78
BNBUSDT,2020-08-10 16:00:00+00:00,2020-08-10 17:00:00+00:00,22.511,22.4788,266.7953033023382,-8.5908,-0.143,ema_cross_down,78,78
BNBUSDT,2020-08-10 23:00:00+00:00,2020-08-11 06:00:00+00:00,22.6369,22.1702,265.12171137637074,-123.7323,-2.0617,ema_cross_down,78,84
ETHUSDT,2020-08-13 01:00:00+00:00,2020-08-13 08:00:00+00:00,391.81,382.99,15.159560799637811,-133.7073,-2.2511,trail_stop,75,75
BTCUSDT,2020-08-13 22:00:00+00:00,2020-08-15 12:00:00+00:00,11717.7,11749.33,0.5011916889645313,15.8527,0.2699,trail_stop,75,79
BNBUSDT,2020-08-14 09:00:00+00:00,2020-08-15 21:00:00+00:00,22.4779,22.8993,261.05518496230917,110.0087,1.8747,trail_stop,78,79
ETHUSDT,2020-08-16 15:00:00+00:00,2020-08-17 02:00:00+00:00,430.34,426.17,13.793150829140261,-57.5174,-0.969,trail_stop,82,83
ETHUSDT,2020-08-17 14:00:00+00:00,2020-08-17 23:00:00+00:00,431.48,430.89,13.690057032384958,-8.0771,-0.1367,trail_stop,83,83
BNBUSDT,2020-08-20 18:00:00+00:00,2020-08-21 09:00:00+00:00,23.1183,22.7631,255.3365620097026,-90.6955,-1.5364,trail_stop,75,81
BNBUSDT,2020-08-24 07:00:00+00:00,2020-08-24 14:00:00+00:00,22.5167,22.4588,260.14466898328726,-15.0624,-0.2571,trail_stop,78,78
ETHUSDT,2020-08-24 08:00:00+00:00,2020-08-24 18:00:00+00:00,404.75,401.64,14.458998170760411,-44.9675,-0.7684,trail_stop,78,78
BNBUSDT,2020-08-26 15:00:00+00:00,2020-08-27 11:00:00+00:00,22.3001,22.4429,261.3254890235194,37.3173,0.6404,trail_stop,76,75
BNBUSDT,2020-09-01 08:00:00+00:00,2020-09-01 11:00:00+00:00,23.3713,23.0576,250.146255351207,-78.4709,-1.3422,trail_stop,75,75
BNBUSDT,2020-09-06 13:00:00+00:00,2020-09-07 05:00:00+00:00,22.2657,21.6334,130.40254152211313,-82.4535,-2.8398,trail_stop,41,41
BNBUSDT,2020-09-11 13:00:00+00:00,2020-09-13 11:00:00+00:00,24.295,29.1989,118.66188462719924,581.906,20.1848,trail_stop,41,38
ETHUSDT,2020-09-14 16:00:00+00:00,2020-09-15 14:00:00+00:00,380.4,364.28,8.009553059469418,-129.114,-4.2376,trail_stop,39,47
BTCUSDT,2020-09-14 11:00:00+00:00,2020-09-17 03:00:00+00:00,10469.82,10872.09,0.28924728324112897,116.3555,3.8422,trail_stop,39,48
ETHUSDT,2020-09-17 01:00:00+00:00,2020-09-18 04:00:00+00:00,379.43,383.39,7.9894052864609515,31.638,1.0437,trail_stop,48,49
BNBUSDT,2020-09-18 11:00:00+00:00,2020-09-18 17:00:00+00:00,28.1747,26.8897,107.65285449658464,-138.3339,-4.5608,trail_stop,49,49
BTCUSDT,2020-09-24 18:00:00+00:00,2020-09-27 06:00:00+00:00,10612.61,10660.82,0.28254156141400605,13.6213,0.4543,trail_stop,39,47
ETHUSDT,2020-09-29 21:00:00+00:00,2020-09-30 05:00:00+00:00,357.64,354.05,8.393660474910071,-30.1332,-1.0038,ema_cross_down,45,49
ETHUSDT,2020-09-30 22:00:00+00:00,2020-10-01 15:00:00+00:00,359.13,361.11,8.337859332193373,16.509,0.5513,trail_stop,49,45
BTCUSDT,2020-10-01 01:00:00+00:00,2020-10-01 15:00:00+00:00,10838.88,10716.23,0.2766989907759497,-33.9371,-1.1316,trail_stop,45,45
BNBUSDT,2020-10-03 15:00:00+00:00,2020-10-05 08:00:00+00:00,28.1429,28.611,106.24414610915629,49.7329,1.6633,trail_stop,40,42
ETHUSDT,2020-10-04 19:00:00+00:00,2020-10-06 10:00:00+00:00,352.86,349.54,8.533502656778657,-28.3312,-0.9409,trail_stop,42,47
ETHUSDT,2020-10-08 17:00:00+00:00,2020-10-11 00:00:00+00:00,350.45,370.16,8.540894251305705,168.341,5.6242,trail_stop,46,55
BTCUSDT,2020-10-08 14:00:00+00:00,2020-10-12 10:00:00+00:00,10912.42,11264.77,0.2744917070208691,96.7172,3.2289,trail_stop,46,52
BNBUSDT,2020-10-11 11:00:00+00:00,2020-10-13 13:00:00+00:00,28.3999,30.3668,216.1293586310883,425.1048,6.9257,trail_stop,55,56
BTCUSDT,2020-10-14 13:00:00+00:00,2020-10-14 14:00:00+00:00,11530.98,11385.63,0.5494605917393066,-79.8641,-1.2605,trail_stop,53,53
BTCUSDT,2020-10-15 19:00:00+00:00,2020-10-16 04:00:00+00:00,11520.93,11275.57,0.5464738563318634,-134.0828,-2.1297,trail_stop,56,52
BNBUSDT,2020-10-18 07:00:00+00:00,2020-10-19 00:00:00+00:00,30.6947,30.3394,202.92902790822723,-72.1007,-1.1575,trail_stop,55,55
BTCUSDT,2020-10-18 05:00:00+00:00,2020-10-19 03:00:00+00:00,11391.33,11416.71,0.5468058280231248,13.8779,0.2228,trail_stop,55,55
ETHUSDT,2020-10-21 06:00:00+00:00,2020-10-21 23:00:00+00:00,379.91,390.38,16.318955165919242,170.8595,2.7559,trail_stop,61,61
BNBUSDT,2020-10-21 18:00:00+00:00,2020-10-23 16:00:00+00:00,30.0453,30.2904,206.34622576856876,50.5755,0.8158,trail_stop,61,74
BNBUSDT,2020-10-26 10:00:00+00:00,2020-10-26 15:00:00+00:00,30.7907,30.5717,204.94667926828245,-44.8833,-0.7113,trail_stop,75,75
ETHUSDT,2020-10-27 19:00:00+00:00,2020-10-28 07:00:00+00:00,406.16,396.93,15.481608371001643,-142.8952,-2.2725,trail_stop,61,70
BTCUSDT,2020-10-29 17:00:00+00:00,2020-10-30 05:00:00+00:00,13584.11,13181.57,0.4576348714294756,-184.2163,-2.9633,trail_stop,67,74
BTCUSDT,2020-10-30 11:00:00+00:00,2020-10-30 12:00:00+00:00,13347.79,13328.81,0.4588365761494033,-8.7087,-0.1422,ema_cross_down,74,74
BTCUSDT,2020-10-30 15:00:00+00:00,2020-11-02 08:00:00+00:00,13549.98,13446.65,0.45166855623798613,-46.6709,-0.7626,trail_stop,74,71
ETHUSDT,2020-10-31 13:00:00+00:00,2020-11-02 08:00:00+00:00,391.77,384.33,15.621665527359387,-116.2252,-1.8991,trail_stop,73,71
BTCUSDT,2020-11-03 17:00:00+00:00,2020-11-04 02:00:00+00:00,13731.49,13756.06,0.439766686057651,10.8051,0.1789,trail_stop,71,74
ETHUSDT,2020-11-04 16:00:00+00:00,2020-11-07 14:00:00+00:00,401.25,446.6,15.063063889525214,683.1099,11.3022,trail_stop,74,88
BTCUSDT,2020-11-08 16:00:00+00:00,2020-11-08 21:00:00+00:00,15387.99,15327.05,0.4149735839032243,-25.2885,-0.396,trail_stop,82,82
BNBUSDT,2020-11-09 01:00:00+00:00,2020-11-09 07:00:00+00:00,28.6489,28.0255,222.45060418604015,-138.6757,-2.176,ema_cross_down,90,90
BNBUSDT,2020-11-09 11:00:00+00:00,2020-11-09 13:00:00+00:00,28.6,28.107,220.40654758533765,-108.6604,-1.7238,ema_cross_down,90,90
ETHUSDT,2020-11-10 19:00:00+00:00,2020-11-12 00:00:00+00:00,448.08,458.11,13.946833259598444,139.8867,2.2384,trail_stop,90,87
BTCUSDT,2020-11-10 22:00:00+00:00,2020-11-12 00:00:00+00:00,15369.54,15609.36,0.40660273807549674,97.5115,1.5604,trail_stop,90,87
BNBUSDT,2020-11-13 13:00:00+00:00,2020-11-13 19:00:00+00:00,28.3472,27.9965,224.64286243722094,-78.7823,-1.2372,trail_stop,89,89
BTCUSDT,2020-11-16 06:00:00+00:00,2020-11-17 03:00:00+00:00,16237.99,16573.58,0.38974066520252953,130.7931,2.0667,trail_stop,90,86
BNBUSDT,2020-11-16 14:00:00+00:00,2020-11-18 05:00:00+00:00,28.0892,27.9813,225.3038542981652,-24.3103,-0.3841,trail_stop,90,91
BNBUSDT,2020-11-20 01:00:00+00:00,2020-11-21 03:00:00+00:00,28.2945,28.53,225.55077545566434,53.1172,0.8323,trail_stop,86,91
ETHUSDT,2020-11-20 01:00:00+00:00,2020-11-21 04:00:00+00:00,479.39,505.05,13.312431248316182,341.597,5.3526,trail_stop,86,91
BTCUSDT,2020-11-22 20:00:00+00:00,2020-11-23 00:00:00+00:00,18550.21,18136.3,0.35467002868733544,-146.8015,-2.2313,ema_cross_down,94,90
BTCUSDT,2020-11-23 08:00:00+00:00,2020-11-23 15:00:00+00:00,18575.01,18261.86,0.3502449138422596,-109.6792,-1.6859,trail_stop,90,90
BTCUSDT,2020-11-24 09:00:00+00:00,2020-11-24 21:00:00+00:00,18983.15,18939.3,0.3398257496613712,-14.9014,-0.231,trail_stop,88,88
ETHUSDT,2020-11-28 18:00:00+00:00,2020-11-29 01:00:00+00:00,542.99,533.62,11.866724065126306,-111.1912,-1.7256,trail_stop,87,89
BTCUSDT,2020-11-28 18:00:00+00:00,2020-12-01 12:00:00+00:00,17729.99,18551.35,0.3634244858639476,298.5023,4.6326,trail_stop,87,95
BNBUSDT,2020-12-03 14:00:00+00:00,2020-12-04 02:00:00+00:00,30.5052,30.4614,214.29684334908217,-9.3862,-0.1436,trail_stop,92,92
ETHUSDT,2020-12-06 00:00:00+00:00,2020-12-06 05:00:00+00:00,605.1,596.53,10.795694868390475,-92.5191,-1.4163,trail_stop,95,95
BTCUSDT,2020-12-06 00:00:00+00:00,2020-12-06 08:00:00+00:00,19268.81,19017.56,0.33901807972900644,-85.1783,-1.3039,trail_stop,95,95
ETHUSDT,2020-12-06 14:00:00+00:00,2020-12-07 11:00:00+00:00,594.61,590.69,10.836727041398676,-42.48,-0.6593,trail_stop,95,94
BTCUSDT,2020-12-08 00:00:00+00:00,2020-12-08 07:00:00+00:00,19228.4,19143.1,0.3340052360614989,-28.4906,-0.4436,trail_stop,95,95
BNBUSDT,2020-12-16 13:00:00+00:00,2020-12-17 17:00:00+00:00,29.7209,30.6,215.6105958354862,189.5433,2.9579,trail_stop,92,92
BTCUSDT,2020-12-22 20:00:00+00:00,2020-12-23 04:00:00+00:00,23423.77,23450.0,0.2776202376972789,7.282,0.112,trail_stop,88,93
BNBUSDT,2020-12-23 00:00:00+00:00,2020-12-23 06:00:00+00:00,34.3398,33.2496,189.36955355495346,-206.4507,-3.1747,trail_stop,93,93
BTCUSDT,2020-12-24 22:00:00+00:00,2020-12-25 14:00:00+00:00,23711.0,24026.72,0.270057283157226,85.2625,1.3315,trail_stop,86,94
BNBUSDT,2020-12-25 06:00:00+00:00,2020-12-25 14:00:00+00:00,32.9196,32.5786,194.16329150233753,-66.2097,-1.0359,trail_stop,94,94
BNBUSDT,2021-01-01 00:00:00+00:00,2021-01-01 14:00:00+00:00,37.3764,38.1101,171.5749682275189,125.8846,1.963,trail_stop,94,94
ETHUSDT,2021-01-02 13:00:00+00:00,2021-01-02 20:00:00+00:00,770.77,756.55,8.401724145404339,-119.4725,-1.8449,trail_stop,94,94
BNBUSDT,2021-01-02 14:00:00+00:00,2021-01-02 20:00:00+00:00,37.9948,37.5051,169.35218623018523,-82.9318,-1.2889,trail_stop,94,94
BTCUSDT,2021-01-05 18:00:00+00:00,2021-01-06 09:00:00+00:00,33372.84,33919.5,0.19101145656411073,104.4183,1.638,trail_stop,93,95
BNBUSDT,2021-01-09 02:00:00+00:00,2021-01-09 06:00:00+00:00,42.5032,41.6433,151.2075311859739,-130.0234,-2.0231,ema_cross_down,93,93
BNBUSDT,2021-01-09 12:00:00+00:00,2021-01-10 11:00:00+00:00,42.8066,42.5545,148.61708852070183,-37.4664,-0.5889,trail_stop,93,94
BTCUSDT,2021-01-13 21:00:00+00:00,2021-01-14 21:00:00+00:00,37299.49,38780.47,0.170057528332485,251.8518,3.9705,trail_stop,78,83
BNBUSDT,2021-01-13 21:00:00+00:00,2021-01-14 21:00:00+00:00,40.1412,40.8627,158.0186710278278,114.0105,1.7974,trail_stop,78,83
BTCUSDT,2021-01-18 15:00:00+00:00,2021-01-18 17:00:00+00:00,36405.98,35675.28,0.17925599619047342,-130.9824,-2.0071,ema_cross_down,79,79
BTCUSDT,2021-01-18 22:00:00+00:00,2021-01-19 18:00:00+00:00,36470.06,36500.0,0.17714528119729614,5.3037,0.0821,trail_stop,79,80
ETHUSDT,2021-01-23 07:00:00+00:00,2021-01-23 15:00:00+00:00,1259.62,1230.26,5.13103229453469,-150.6471,-2.3309,ema_cross_down,74,74
ETHUSDT,2021-01-23 16:00:00+00:00,2021-01-25 18:00:00+00:00,1242.92,1375.58,5.139371274706349,681.789,10.6733,trail_stop,74,74
BNBUSDT,2021-01-28 04:00:00+00:00,2021-01-29 04:00:00+00:00,41.9315,42.1431,160.46938080939836,33.9553,0.5046,trail_stop,55,77
ETHUSDT,2021-01-28 14:00:00+00:00,2021-01-29 04:00:00+00:00,1346.89,1305.59,4.9957471221920775,-206.3244,-3.0663,trail_stop,55,77
BTCUSDT,2021-02-01 11:00:00+00:00,2021-02-01 15:00:00+00:00,34183.33,33160.17,0.19432095479947842,-198.8214,-2.9932,ema_cross_down,77,77
BTCUSDT,2021-02-01 17:00:00+00:00,2021-02-03 09:00:00+00:00,33978.31,35851.19,0.1925677471825214,360.6563,5.512,trail_stop,77,78
ETHUSDT,2021-02-01 23:00:00+00:00,2021-02-04 03:00:00+00:00,1374.17,1645.84,4.729845707546012,1284.9572,19.7698,trail_stop,77,80
BTCUSDT,2021-02-08 08:00:00+00:00,2021-02-09 09:00:00+00:00,39175.38,46401.3,0.18802455375354243,1358.6504,18.4451,trail_stop,83,95
ETHUSDT,2021-02-08 13:00:00+00:00,2021-02-09 10:00:00+00:00,1682.49,1734.45,4.377995318025932,227.4806,3.0883,trail_stop,83,95
ETHUSDT,2021-02-11 09:00:00+00:00,2021-02-12 04:00:00+00:00,1765.94,1749.34,4.620201622205264,-76.6953,-0.94,trail_stop,93,92
BNBUSDT,2021-02-15 17:00:00+00:00,2021-02-15 23:00:00+00:00,132.2427,130.303,61.40717921860987,-119.1115,-1.4668,ema_cross_down,93,93
BTCUSDT,2021-02-15 16:00:00+00:00,2021-02-16 00:00:00+00:00,48494.96,47669.02,0.16745350814296703,-138.3066,-1.7031,trail_stop,93,95
ETHUSDT,2021-02-16 03:00:00+00:00,2021-02-16 13:00:00+00:00,1822.0,1777.53,4.386356833825405,-195.0613,-2.4407,ema_cross_down,95,95
ETHUSDT,2021-02-17 12:00:00+00:00,2021-02-19 03:00:00+00:00,1825.19,1910.21,4.325254634876249,367.7331,4.6581,trail_stop,95,93
BNBUSDT,2021-02-17 10:00:00+00:00,2021-02-20 00:00:00+00:00,136.6999,288.4656,57.74994354077641,8764.4606,111.0211,trail_stop,95,91
CAKEUSDT,2021-02-19 07:00:00+00:00,2021-02-20 04:00:00+00:00,17.64,15.774,468.37554739721986,-873.9888,-10.5782,ema_cross_down,93,91
ETHUSDT,2021-02-21 10:00:00+00:00,2021-02-21 20:00:00+00:00,1971.19,1929.68,6.099622055230579,-253.1953,-2.1058,trail_stop,91,91
CAKEUSDT,2021-02-21 14:00:00+00:00,2021-02-21 20:00:00+00:00,18.337,16.383,654.2382699644315,-1278.3816,-10.6561,trail_stop,91,91
BNBUSDT,2021-02-24 11:00:00+00:00,2021-02-24 14:00:00+00:00,265.6326,246.9878,42.380813023470786,-790.1818,-7.019,trail_stop,76,76
CAKEUSDT,2021-02-24 12:00:00+00:00,2021-02-24 14:00:00+00:00,15.549,13.898,724.0160494911831,-1195.3505,-10.618,trail_stop,76,76
BNBUSDT,2021-03-01 09:00:00+00:00,2021-03-02 16:00:00+00:00,238.5001,235.5989,21.519822032262105,-62.4333,-1.2164,trail_stop,38,78
ETHUSDT,2021-03-06 06:00:00+00:00,2021-03-06 12:00:00+00:00,1578.37,1542.18,6.483741302428094,-234.6466,-2.2929,trail_stop,77,77
BNBUSDT,2021-03-07 09:00:00+00:00,2021-03-07 18:00:00+00:00,236.9171,233.774,42.700250259039954,-134.2112,-1.3267,trail_stop,76,76
BTCUSDT,2021-03-07 00:00:00+00:00,2021-03-07 20:00:00+00:00,49203.25,50036.64,0.20560470010915935,171.3489,1.6938,trail_stop,76,76
ETHUSDT,2021-03-11 21:00:00+00:00,2021-03-12 11:00:00+00:00,1838.54,1773.94,5.512519897779427,-356.1088,-3.5137,ema_cross_down,73,70
BNBUSDT,2021-03-13 20:00:00+00:00,2021-03-14 05:00:00+00:00,279.0896,271.718,35.67647787723051,-262.9927,-2.6413,ema_cross_down,74,78
ETHUSDT,2021-03-13 11:00:00+00:00,2021-03-14 10:00:00+00:00,1871.8,1868.54,5.319443284627157,-17.3414,-0.1742,trail_stop,74,78
BNBUSDT,2021-03-17 21:00:00+00:00,2021-03-18 11:00:00+00:00,264.4858,266.6,37.11642320854759,78.4715,0.7994,trail_stop,71,72
BTCUSDT,2021-03-17 21:00:00+00:00,2021-03-18 19:00:00+00:00,58427.49,57293.79,0.16801623491701037,-190.48,-1.9404,trail_stop,71,72
ETHUSDT,2021-03-19 12:00:00+00:00,2021-03-20 20:00:00+00:00,1812.89,1827.39,5.384089853031526,78.0693,0.7998,trail_stop,71,75
BNBUSDT,2021-03-22 06:00:00+00:00,2021-03-22 19:00:00+00:00,266.6172,265.7971,36.75605814289851,-30.1436,-0.3076,trail_stop,70,70
BNBUSDT,2021-03-24 13:00:00+00:00,2021-03-24 19:00:00+00:00,265.4252,255.0362,36.86434250951042,-382.9837,-3.9141,ema_cross_down,65,65
BTCUSDT,2021-03-24 14:00:00+00:00,2021-03-24 19:00:00+00:00,56539.35,54736.53,0.17245114695128558,-310.8984,-3.1886,trail_stop,65,65
CAKEUSDT,2021-03-26 00:00:00+00:00,2021-03-28 08:00:00+00:00,12.45,17.032,758.0549773426744,3473.4079,36.8032,trail_stop,54,74
CAKEUSDT,2021-04-02 09:00:00+00:00,2021-04-02 17:00:00+00:00,18.21,17.233,613.6457123013927,-599.5319,-5.3652,trail_stop,74,74
BNBUSDT,2021-04-04 09:00:00+00:00,2021-04-05 05:00:00+00:00,345.8583,337.0202,31.442710759143647,-277.8938,-2.5554,trail_stop,74,71
CAKEUSDT,2021-04-05 13:00:00+00:00,2021-04-06 01:00:00+00:00,17.82,16.788,602.4565420633522,-621.7352,-5.7912,trail_stop,71,75
ETHUSDT,2021-04-05 12:00:00+00:00,2021-04-06 08:00:00+00:00,2060.41,2086.8,5.210504501322037,137.5052,1.2808,trail_stop,71,75
CAKEUSDT,2021-04-08 00:00:00+00:00,2021-04-10 04:00:00+00:00,17.843,22.464,588.1107779386423,2717.6599,25.8981,trail_stop,73,70
BTCUSDT,2021-04-08 20:00:00+00:00,2021-04-10 19:00:00+00:00,57674.17,59567.38,0.18194731906430894,344.4645,3.2826,trail_stop,73,70
CAKEUSDT,2021-04-14 04:00:00+00:00,2021-04-14 07:00:00+00:00,24.837,24.152,484.14554113416665,-331.6397,-2.758,ema_cross_down,75,75
CAKEUSDT,2021-04-17 06:00:00+00:00,2021-04-17 11:00:00+00:00,23.991,23.144,494.306321425153,-418.6775,-3.5305,trail_stop,76,76
