symbol,entry_time,exit_time,entry_price,exit_price,qty,pnl_usd,pnl_pct,exit_reason,fg_at_entry,fg_at_exit
CAKEUSDT,2021-04-19 04:00:00+00:00,2021-04-19 14:00:00+00:00,24.529,22.825,474.93025521575663,-809.2812,-6.9469,trail_stop,74,74
BNBUSDT,2021-04-19 06:00:00+00:00,2021-04-19 14:00:00+00:00,537.0738,497.2304,21.690807166887108,-864.2355,-7.4186,trail_stop,74,74
BNBUSDT,2021-04-20 04:00:00+00:00,2021-04-20 05:00:00+00:00,507.2227,499.4828,21.31766953570275,-164.9966,-1.5259,ema_cross_down,73,73
BNBUSDT,2021-04-20 11:00:00+00:00,2021-04-21 11:00:00+00:00,527.5,563.8664,20.341815325852515,739.7586,6.8941,trail_stop,73,73
CAKEUSDT,2021-04-20 13:00:00+00:00,2021-04-22 19:00:00+00:00,24.28,26.629,441.9401805760791,1038.1175,9.6746,trail_stop,73,65
CAKEUSDT,2021-04-24 02:00:00+00:00,2021-04-25 20:00:00+00:00,26.726,28.725,217.37719117912985,434.537,7.4796,trail_stop,37,31
ETHUSDT,2021-04-25 17:00:00+00:00,2021-04-25 20:00:00+00:00,2325.89,2217.51,2.606359896215205,-282.4773,-4.6597,ema_cross_down,31,31
BNBUSDT,2021-04-26 02:00:00+00:00,2021-04-26 21:00:00+00:00,529.38,523.03,11.086324144392625,-70.3982,-1.1995,trail_stop,27,27
ETHUSDT,2021-04-26 00:00:00+00:00,2021-04-28 05:00:00+00:00,2414.43,2616.86,2.421953728771281,490.2761,8.3842,trail_stop,27,59
BTCUSDT,2021-04-30 12:00:00+00:00,2021-05-02 03:00:00+00:00,54655.81,56450.19,0.21782157194658036,390.8547,3.2831,trail_stop,51,66
CAKEUSDT,2021-05-02 17:00:00+00:00,2021-05-03 04:00:00+00:00,40.754,39.759,296.9191192606463,-295.4345,-2.4415,trail_stop,66,61
BNBUSDT,2021-05-05 11:00:00+00:00,2021-05-06 18:00:00+00:00,642.69,628.47,9.29913685020477,-132.2337,-2.2126,ema_cross_down,48,65
BTCUSDT,2021-05-05 17:00:00+00:00,2021-05-06 18:00:00+00:00,57281.33,55753.57,0.1043535199890392,-159.4271,-2.6671,trail_stop,48,65
BTCUSDT,2021-05-07 13:00:00+00:00,2021-05-08 15:00:00+00:00,56997.47,57599.87,0.20715119626646628,124.7879,1.0569,trail_stop,64,67
CAKEUSDT,2021-05-08 11:00:00+00:00,2021-05-08 22:00:00+00:00,38.068,36.719,310.15798294268217,-418.4031,-3.5437,trail_stop,67,67
BNBUSDT,2021-05-08 15:00:00+00:00,2021-05-09 12:00:00+00:00,639.19,651.86,18.574914771491812,235.3442,1.9822,trail_stop,67,73
BTCUSDT,2021-05-10 00:00:00+00:00,2021-05-10 09:00:00+00:00,58858.6,57899.65,0.2001059923368895,-191.8916,-1.6292,trail_stop,72,72
BNBUSDT,2021-05-11 15:00:00+00:00,2021-05-12 10:00:00+00:00,668.1,659.0,17.485425445119464,-159.1174,-1.3621,trail_stop,61,68
BTCUSDT,2021-05-12 06:00:00+00:00,2021-05-12 10:00:00+00:00,57009.55,56026.83,0.20491325996932644,-201.3724,-1.7238,ema_cross_down,68,68
ETHUSDT,2021-05-14 15:00:00+00:00,2021-05-15 06:00:00+00:00,4131.29,3961.95,1.3920310453503013,-235.7265,-4.099,trail_stop,26,27
CAKEUSDT,2021-06-30 23:00:00+00:00,2021-07-01 03:00:00+00:00,13.836,13.136,411.3871280023375,-287.971,-5.0593,ema_cross_down,28,28
BNBUSDT,2021-06-30 23:00:00+00:00,2021-07-01 03:00:00+00:00,303.71,291.59,18.741405627211293,-227.1458,-3.9906,trail_stop,28,28
BTCUSDT,2021-07-07 06:00:00+00:00,2021-07-07 23:00:00+00:00,34724.94,33862.12,0.16020684547156833,-138.2297,-2.4847,trail_stop,28,28
BNBUSDT,2021-07-27 11:00:00+00:00,2021-07-27 16:00:00+00:00,315.58,304.27,17.51890385635033,-198.1388,-3.5839,trail_stop,32,32
BTCUSDT,2021-07-30 20:00:00+00:00,2021-08-01 13:00:00+00:00,40668.56,41411.08,0.2694504540280358,200.0724,1.8258,trail_stop,53,60
BNBUSDT,2021-07-30 21:00:00+00:00,2021-08-01 17:00:00+00:00,319.86,335.95,34.2592445340662,551.2312,5.0303,trail_stop,53,60
CAKEUSDT,2021-08-03 14:00:00+00:00,2021-08-05 06:00:00+00:00,16.169,17.075,350.4797375998956,317.5346,5.6033,trail_stop,48,50
ETHUSDT,2021-08-04 14:00:00+00:00,2021-08-05 08:00:00+00:00,2638.83,2632.99,2.1707170266361584,-12.677,-0.2213,trail_stop,42,50
BTCUSDT,2021-08-05 17:00:00+00:00,2021-08-08 16:00:00+00:00,40706.99,43720.01,0.28216880152328633,850.1802,7.4017,trail_stop,50,74
CAKEUSDT,2021-08-09 10:00:00+00:00,2021-08-10 03:00:00+00:00,18.464,18.041,645.1111732616577,-272.882,-2.2909,trail_stop,65,71
ETHUSDT,2021-08-09 10:00:00+00:00,2021-08-10 16:00:00+00:00,3101.69,3072.42,3.840271820556937,-112.4048,-0.9437,trail_stop,65,71
BTCUSDT,2021-08-13 11:00:00+00:00,2021-08-14 09:00:00+00:00,46138.47,46993.74,0.2531303783201754,216.4948,1.8537,trail_stop,70,76
ETHUSDT,2021-08-13 10:00:00+00:00,2021-08-14 10:00:00+00:00,3235.57,3222.3,3.621831489309319,-48.0617,-0.4101,trail_stop,70,76
CAKEUSDT,2021-08-15 19:00:00+00:00,2021-08-16 13:00:00+00:00,20.601,21.719,572.9287835185639,640.5344,5.4269,trail_stop,71,72
ETHUSDT,2021-08-15 23:00:00+00:00,2021-08-16 13:00:00+00:00,3307.09,3221.46,3.5689702636656198,-305.6109,-2.5893,trail_stop,71,72
BTCUSDT,2021-08-19 19:00:00+00:00,2021-08-21 11:00:00+00:00,46710.0,48501.87,0.2562699121689996,459.2024,3.8362,trail_stop,70,78
BNBUSDT,2021-08-19 16:00:00+00:00,2021-08-22 14:00:00+00:00,417.6,441.45,28.664673365454906,683.6525,5.7112,trail_stop,70,76
CAKEUSDT,2021-08-23 00:00:00+00:00,2021-08-23 15:00:00+00:00,23.617,25.134,531.0494563685545,805.602,6.4233,trail_stop,79,79
ETHUSDT,2021-08-23 03:00:00+00:00,2021-08-24 01:00:00+00:00,3340.22,3293.12,3.7547811255115393,-176.8502,-1.4101,trail_stop,79,79
CAKEUSDT,2021-08-25 12:00:00+00:00,2021-08-26 03:00:00+00:00,25.117,25.085,511.8513727039815,-16.3792,-0.1274,trail_stop,73,75
CAKEUSDT,2021-08-27 00:00:00+00:00,2021-08-27 03:00:00+00:00,25.15,24.57,510.85412748479683,-296.2954,-2.3062,ema_cross_down,71,71
CAKEUSDT,2021-08-27 12:00:00+00:00,2021-08-28 19:00:00+00:00,25.15,25.45,504.96356299292444,151.4891,1.1928,trail_stop,71,78
ETHUSDT,2021-08-27 16:00:00+00:00,2021-08-29 02:00:00+00:00,3232.01,3229.48,3.929391805493191,-9.9414,-0.0783,trail_stop,71,72
BNBUSDT,2021-08-29 08:00:00+00:00,2021-08-29 12:00:00+00:00,487.5,485.3,26.196117872999054,-57.6315,-0.4513,ema_cross_down,72,72
ETHUSDT,2021-08-29 21:00:00+00:00,2021-08-30 00:00:00+00:00,3241.64,3190.53,3.9306621751418236,-200.8961,-1.5767,trail_stop,72,73
ETHUSDT,2021-08-30 17:00:00+00:00,2021-08-30 23:00:00+00:00,3290.86,3229.64,3.841349574743681,-235.1674,-1.8603,trail_stop,73,73
BNBUSDT,2021-09-01 13:00:00+00:00,2021-09-02 14:00:00+00:00,479.1,482.5,26.140179401081376,88.8766,0.7097,trail_stop,71,74
BTCUSDT,2021-09-01 17:00:00+00:00,2021-09-02 23:00:00+00:00,48730.01,49246.64,0.2570030244413676,132.7755,1.0602,trail_stop,71,74
CAKEUSDT,2021-09-04 13:00:00+00:00,2021-09-05 03:00:00+00:00,24.48,23.58,516.1187088357228,-464.5068,-3.6765,trail_stop,72,73
BTCUSDT,2021-09-18 04:00:00+00:00,2021-09-18 21:00:00+00:00,48329.3,47874.92,0.2566213988889229,-116.6036,-0.9402,trail_stop,50,50
CAKEUSDT,2021-09-18 05:00:00+00:00,2021-09-18 21:00:00+00:00,22.74,22.17,545.3972107881452,-310.8764,-2.5066,trail_stop,50,50
CAKEUSDT,2021-10-05 22:00:00+00:00,2021-10-06 05:00:00+00:00,19.71,19.47,618.3963750702295,-148.4151,-1.2177,trail_stop,59,68
CAKEUSDT,2021-10-06 19:00:00+00:00,2021-10-07 09:00:00+00:00,19.7,19.93,614.9434003870963,141.437,1.1675,trail_stop,68,76
CAKEUSDT,2021-10-08 15:00:00+00:00,2021-10-10 00:00:00+00:00,19.89,19.52,612.6246092845809,-226.6711,-1.8602,trail_stop,74,71
ETHUSDT,2021-10-11 15:00:00+00:00,2021-10-11 19:00:00+00:00,3593.57,3515.0,3.359268895820219,-263.9378,-2.1864,trail_stop,71,71
BNBUSDT,2021-10-12 17:00:00+00:00,2021-10-13 05:00:00+00:00,432.5,433.2,27.606471785850562,19.3245,0.1618,trail_stop,78,70
CAKEUSDT,2021-10-12 22:00:00+00:00,2021-10-13 05:00:00+00:00,19.29,19.66,618.9631439803197,229.0164,1.9181,trail_stop,78,70
ETHUSDT,2021-10-13 21:00:00+00:00,2021-10-15 08:00:00+00:00,3571.59,3764.98,3.377758783662675,653.2248,5.4147,trail_stop,70,71
BTCUSDT,2021-10-13 20:00:00+00:00,2021-10-16 12:00:00+00:00,56980.25,60679.14,0.21172194741409125,783.1362,6.4915,trail_stop,70,78
CAKEUSDT,2021-10-16 08:00:00+00:00,2021-10-16 12:00:00+00:00,20.07,19.69,633.6419663833731,-240.7839,-1.8934,trail_stop,78,78
CAKEUSDT,2021-10-16 16:00:00+00:00,2021-10-16 17:00:00+00:00,19.84,19.81,638.1934477394379,-19.1458,-0.1512,ema_cross_down,78,78
BNBUSDT,2021-10-17 13:00:00+00:00,2021-10-17 15:00:00+00:00,470.4,465.4,26.896652001348546,-134.4833,-1.0629,ema_cross_down,79,79
ETHUSDT,2021-10-18 02:00:00+00:00,2021-10-18 09:00:00+00:00,3861.42,3799.36,3.256049728143776,-202.0704,-1.6072,trail_stop,78,78
BNBUSDT,2021-10-18 00:00:00+00:00,2021-10-19 13:00:00+00:00,473.2,486.7,26.595400404545614,359.0379,2.8529,trail_stop,78,75
CAKEUSDT,2021-10-18 19:00:00+00:00,2021-10-19 15:00:00+00:00,19.77,19.84,626.3466375974903,43.8443,0.3541,trail_stop,78,75
ETHUSDT,2021-10-19 22:00:00+00:00,2021-10-21 11:00:00+00:00,3878.47,4211.88,3.2707096698990274,1090.4873,8.5964,trail_stop,75,84
CAKEUSDT,2021-10-22 06:00:00+00:00,2021-10-22 13:00:00+00:00,20.18,20.11,655.6289885497422,-45.894,-0.3469,trail_stop,75,75
BNBUSDT,2021-10-22 12:00:00+00:00,2021-10-22 14:00:00+00:00,493.8,484.6,26.79342444093519,-246.4995,-1.8631,trail_stop,75,75
ETHUSDT,2021-10-23 18:00:00+00:00,2021-10-24 08:00:00+00:00,4112.89,4071.2,3.181314409552955,-132.629,-1.0136,trail_stop,74,73
BTCUSDT,2021-10-25 05:00:00+00:00,2021-10-25 19:00:00+00:00,61836.78,62688.0,0.21033578408733533,179.042,1.3766,trail_stop,72,72
ETHUSDT,2021-10-25 00:00:00+00:00,2021-10-26 14:00:00+00:00,4131.97,4151.33,3.1505750823551772,60.9951,0.4685,trail_stop,72,76
ETHUSDT,2021-10-28 14:00:00+00:00,2021-10-30 08:00:00+00:00,4188.7,4319.3,3.1365579542344237,409.6345,3.1179,trail_stop,66,73
BNBUSDT,2021-10-28 14:00:00+00:00,2021-10-30 13:00:00+00:00,484.9,521.5,27.094453089094102,991.657,7.5479,trail_stop,66,73
BTCUSDT,2021-11-01 10:00:00+00:00,2021-11-01 17:00:00+00:00,62249.92,60765.26,0.22230945885301798,-330.054,-2.385,trail_stop,74,74
ETHUSDT,2021-11-01 12:00:00+00:00,2021-11-03 12:00:00+00:00,4345.58,4522.49,3.174139761616335,561.5371,4.071,trail_stop,74,76
BTCUSDT,2021-11-02 06:00:00+00:00,2021-11-03 12:00:00+00:00,61769.71,62470.01,0.21942728614432355,153.6649,1.1337,trail_stop,73,76
CAKEUSDT,2021-11-07 02:00:00+00:00,2021-11-08 00:00:00+00:00,19.4,19.77,723.2639198510572,267.6077,1.9072,trail_stop,73,75
ETHUSDT,2021-11-07 02:00:00+00:00,2021-11-09 18:00:00+00:00,4544.33,4744.63,3.0876542955970425,618.4572,4.4077,trail_stop,73,84
BNBUSDT,2021-11-10 11:00:00+00:00,2021-11-10 17:00:00+00:00,655.2,644.9,22.09150251524267,-227.5425,-1.572,trail_stop,75,75
ETHUSDT,2021-11-11 19:00:00+00:00,2021-11-12 07:00:00+00:00,4758.98,4711.39,3.0175754489477784,-143.6064,-1.0,trail_stop,77,74
BNBUSDT,2021-11-13 13:00:00+00:00,2021-11-14 08:00:00+00:00,631.7,637.7,22.619563087265767,135.7174,0.9498,trail_stop,72,74
BTCUSDT,2021-11-14 04:00:00+00:00,2021-11-14 16:00:00+00:00,64748.66,63705.58,0.22068067512479464,-230.1876,-1.611,ema_cross_down,74,74
BTCUSDT,2021-11-14 23:00:00+00:00,2021-11-15 14:00:00+00:00,65519.1,64851.0,0.21736475153326282,-145.2214,-1.0197,trail_stop,74,72
CAKEUSDT,2021-11-15 04:00:00+00:00,2021-11-15 15:00:00+00:00,18.91,18.49,753.1223105332099,-316.3114,-2.221,trail_stop,72,72
BNBUSDT,2021-11-23 14:00:00+00:00,2021-11-24 01:00:00+00:00,603.2,587.0,11.61370732072392,-188.1421,-2.6857,trail_stop,33,42
ETHUSDT,2021-11-23 18:00:00+00:00,2021-11-24 02:00:00+00:00,4320.41,4246.84,1.6186412546896958,-119.0834,-1.7028,trail_stop,33,42
BTCUSDT,2021-11-28 23:00:00+00:00,2021-11-30 01:00:00+00:00,57274.88,57260.06,0.1209706922464937,-1.7928,-0.0259,trail_stop,27,40
ETHUSDT,2021-11-28 23:00:00+00:00,2021-11-30 05:00:00+00:00,4294.78,4385.53,1.6132565304706779,146.403,2.113,trail_stop,27,40
ETHUSDT,2021-12-02 14:00:00+00:00,2021-12-02 15:00:00+00:00,4590.12,4543.06,1.5173316695544206,-71.4056,-1.0252,ema_cross_down,32,32
ETHUSDT,2021-12-03 12:00:00+00:00,2021-12-03 15:00:00+00:00,4595.16,4468.15,1.5117826225774138,-192.0115,-2.764,ema_cross_down,31,31
BTCUSDT,2021-12-15 20:00:00+00:00,2021-12-16 17:00:00+00:00,49211.84,48084.14,0.14018740527156553,-158.0893,-2.2915,trail_stop,28,29
ETHUSDT,2021-12-15 21:00:00+00:00,2021-12-16 23:00:00+00:00,4061.56,3958.11,1.6982082982832547,-175.6796,-2.5471,trail_stop,28,29
ETHUSDT,2021-12-21 03:00:00+00:00,2021-12-22 12:00:00+00:00,4007.46,3954.73,1.7006876954215147,-89.6773,-1.3158,trail_stop,27,45
BTCUSDT,2021-12-21 04:00:00+00:00,2021-12-23 00:00:00+00:00,48555.01,48290.0,0.140572465737569,-37.2531,-0.5458,trail_stop,27,34
ETHUSDT,2021-12-23 18:00:00+00:00,2021-12-24 22:00:00+00:00,4094.09,4053.91,1.659774881086327,-66.6898,-0.9814,trail_stop,34,41
BNBUSDT,2021-12-23 17:00:00+00:00,2021-12-24 23:00:00+00:00,542.7,542.1,12.499917669177687,-7.5,-0.1106,trail_stop,34,41
BNBUSDT,2021-12-26 10:00:00+00:00,2021-12-26 11:00:00+00:00,544.6,542.6,12.42225099656967,-24.8445,-0.3672,ema_cross_down,37,37
CAKEUSDT,2021-12-26 12:00:00+00:00,2021-12-27 07:00:00+00:00,12.46,12.58,542.4515864553417,65.0942,0.9631,trail_stop,37,40
BNBUSDT,2021-12-26 17:00:00+00:00,2021-12-28 00:00:00+00:00,546.7,560.8,12.41774575542089,175.0902,2.5791,trail_stop,37,41
CAKEUSDT,2022-02-09 16:00:00+00:00,2022-02-10 02:00:00+00:00,8.29,8.11,1645.1128754198014,-296.1203,-2.1713,trail_stop,54,50
BNBUSDT,2022-02-09 20:00:00+00:00,2022-02-10 02:00:00+00:00,427.0,416.5,31.939076667986306,-335.3603,-2.459,trail_stop,54,50
BNBUSDT,2022-02-10 08:00:00+00:00,2022-02-10 13:00:00+00:00,423.6,414.0,31.45006002345477,-301.9206,-2.2663,trail_stop,50,50
CAKEUSDT,2022-02-14 00:00:00+00:00,2022-02-14 01:00:00+00:00,7.97,7.81,826.303960967557,-132.2086,-2.0075,ema_cross_down,46,46
CAKEUSDT,2022-02-14 03:00:00+00:00,2022-02-14 06:00:00+00:00,8.0,7.87,819.0738013090909,-106.4796,-1.625,ema_cross_down,46,46
CAKEUSDT,2022-02-14 13:00:00+00:00,2022-02-15 21:00:00+00:00,7.99,8.21,816.7672730826259,179.6888,2.7534,trail_stop,46,46
BNBUSDT,2022-02-15 01:00:00+00:00,2022-02-17 04:00:00+00:00,413.7,424.6,15.868423875759262,172.9658,2.6348,trail_stop,46,52
ETHUSDT,2022-03-21 14:00:00+00:00,2022-03-21 23:00:00+00:00,2924.06,2890.03,2.276943470072843,-77.4844,-1.1638,trail_stop,30,30
CAKEUSDT,2022-03-21 04:00:00+00:00,2022-03-23 03:00:00+00:00,6.42,6.8,1030.23896682417,391.4908,5.919,trail_stop,30,31
BTCUSDT,2022-03-22 04:00:00+00:00,2022-03-23 03:00:00+00:00,42989.52,42073.94,0.15538107392691336,-142.2638,-2.1298,trail_stop,26,31
CAKEUSDT,2022-04-01 09:00:00+00:00,2022-04-02 11:00:00+00:00,8.98,9.13,1482.6436127775771,222.3965,1.6704,trail_stop,50,52
ETHUSDT,2022-04-01 17:00:00+00:00,2022-04-02 23:00:00+00:00,3469.71,3443.77,3.8372485431758396,-99.5382,-0.7476,trail_stop,50,52
BTCUSDT,2022-04-03 13:00:00+00:00,2022-04-04 00:00:00+00:00,46441.27,45862.08,0.14400520054787447,-83.4064,-1.2471,trail_stop,48,52
ETHUSDT,2022-04-04 19:00:00+00:00,2022-04-05 13:00:00+00:00,3491.83,3477.84,3.8185895688058435,-53.4221,-0.4006,trail_stop,52,53
BNBUSDT,2022-04-04 23:00:00+00:00,2022-04-05 14:00:00+00:00,447.6,449.8,29.789690826727675,65.5373,0.4915,trail_stop,52,53
BNBUSDT,2022-04-19 00:00:00+00:00,2022-04-20 13:00:00+00:00,417.4,422.4,15.979783468997262,79.8989,1.1979,trail_stop,27,27
ETHUSDT,2022-07-21 19:00:00+00:00,2022-07-22 15:00:00+00:00,1578.85,1574.91,4.237220983181242,-16.6947,-0.2495,trail_stop,34,33
BTCUSDT,2022-07-21 20:00:00+00:00,2022-07-22 16:00:00+00:00,23120.65,23108.14,0.2896353263027607,-3.6233,-0.0541,trail_stop,34,33
CAKEUSDT,2022-07-23 02:00:00+00:00,2022-07-23 11:00:00+00:00,3.407,3.279,1962.094761415984,-251.1481,-3.757,ema_cross_down,31,31
ETHUSDT,2022-07-24 06:00:00+00:00,2022-07-25 00:00:00+00:00,1610.14,1558.29,4.112729215955722,-213.245,-3.2202,trail_stop,30,30
CAKEUSDT,2022-07-24 08:00:00+00:00,2022-07-25 00:00:00+00:00,3.436,3.363,1925.2743566008323,-140.545,-2.1246,trail_stop,30,30
CAKEUSDT,2022-07-27 14:00:00+00:00,2022-07-29 11:00:00+00:00,3.332,3.909,1962.9725206068372,1132.6351,17.3169,trail_stop,28,39
BNBUSDT,2022-07-27 12:00:00+00:00,2022-07-30 10:00:00+00:00,256.6,287.1,25.462284919365374,776.5997,11.8862,trail_stop,28,42
CAKEUSDT,2022-08-03 12:00:00+00:00,2022-08-04 09:00:00+00:00,3.881,3.928,1810.2388882262983,85.0812,1.211,trail_stop,34,30
BNBUSDT,2022-08-03 07:00:00+00:00,2022-08-05 15:00:00+00:00,288.0,313.1,24.343510482350187,611.0221,8.7153,trail_stop,34,31
ETHUSDT,2022-08-05 06:00:00+00:00,2022-08-05 17:00:00+00:00,1664.69,1663.86,4.323039137382561,-3.5881,-0.0499,trail_stop,31,31
BTCUSDT,2022-08-05 21:00:00+00:00,2022-08-06 23:00:00+00:00,23106.58,22954.21,0.310909698601405,-47.3733,-0.6594,trail_stop,31,31
BTCUSDT,2022-08-07 18:00:00+00:00,2022-08-08 22:00:00+00:00,23215.6,23813.39,0.3089395275510983,184.681,2.5749,trail_stop,30,30
BNBUSDT,2022-08-10 13:00:00+00:00,2022-08-11 15:00:00+00:00,333.7,325.0,21.631365705301082,-188.1929,-2.6071,trail_stop,31,41
ETHUSDT,2022-08-10 14:00:00+00:00,2022-08-11 22:00:00+00:00,1844.55,1873.09,3.919809160498163,111.8714,1.5473,trail_stop,31,41
BTCUSDT,2022-08-12 18:00:00+00:00,2022-08-13 08:00:00+00:00,24124.64,24404.68,0.29842129680733454,83.5699,1.1608,trail_stop,42,46
BNBUSDT,2022-08-13 03:00:00+00:00,2022-08-13 19:00:00+00:00,328.7,324.3,22.054861348001417,-97.0414,-1.3386,trail_stop,46,46
CAKEUSDT,2022-10-28 16:00:00+00:00,2022-10-29 14:00:00+00:00,4.567,4.535,1575.6379420443998,-50.4204,-0.7007,trail_stop,30,34
BTCUSDT,2022-10-28 16:00:00+00:00,2022-10-30 09:00:00+00:00,20702.73,20694.58,0.3475840375311263,-2.8328,-0.0394,trail_stop,30,34
ETHUSDT,2022-10-31 09:00:00+00:00,2022-10-31 13:00:00+00:00,1620.76,1559.33,4.431640202931927,-272.2357,-3.7902,trail_stop,31,31
ETHUSDT,2022-11-01 10:00:00+00:00,2022-11-01 14:00:00+00:00,1606.69,1569.44,4.428088966065278,-164.9463,-2.3184,ema_cross_down,30,30
BNBUSDT,2022-11-03 04:00:00+00:00,2022-11-03 12:00:00+00:00,325.5,325.6,21.730659546515945,2.1731,0.0307,trail_stop,30,30
CAKEUSDT,2022-11-03 10:00:00+00:00,2022-11-03 12:00:00+00:00,4.656,4.58,1527.586956523769,-116.0966,-1.6323,ema_cross_down,30,30
BTCUSDT,2022-11-04 07:00:00+00:00,2022-11-04 16:00:00+00:00,20611.56,20783.3,0.34505363528657296,59.2595,0.8332,trail_stop,30,30
CAKEUSDT,2022-11-03 16:00:00+00:00,2022-11-05 09:00:00+00:00,4.662,4.943,1511.12157801494,424.6252,6.0275,trail_stop,30,38
BTCUSDT,2022-11-27 07:00:00+00:00,2022-11-27 23:00:00+00:00,16562.98,16428.78,0.4326407425108422,-58.0604,-0.8102,trail_stop,26,26
ETHUSDT,2022-11-29 09:00:00+00:00,2022-12-01 15:00:00+00:00,1217.53,1271.54,5.873616969176112,317.2341,4.436,trail_stop,26,27
BTCUSDT,2022-11-29 10:00:00+00:00,2022-12-01 15:00:00+00:00,16504.35,16977.67,0.4330277120628452,204.9607,2.8678,trail_stop,26,27
CAKEUSDT,2022-12-02 12:00:00+00:00,2022-12-04 08:00:00+00:00,3.985,3.972,1827.3158220265216,-23.7551,-0.3262,trail_stop,27,26
BTCUSDT,2022-12-04 04:00:00+00:00,2022-12-05 15:00:00+00:00,17007.7,17083.92,0.4287950425811748,32.6828,0.4481,trail_stop,26,26
ETHUSDT,2022-12-04 23:00:00+00:00,2022-12-05 15:00:00+00:00,1279.41,1266.59,5.6951409265969,-73.0117,-1.002,trail_stop,26,26
BTCUSDT,2022-12-13 01:00:00+00:00,2022-12-14 19:00:00+00:00,17146.05,17792.9,0.42376130579467236,274.11,3.7726,trail_stop,27,30
ETHUSDT,2022-12-13 02:00:00+00:00,2022-12-14 19:00:00+00:00,1271.12,1307.54,5.716532080813754,208.1961,2.8652,trail_stop,27,30
BTCUSDT,2022-12-26 02:00:00+00:00,2022-12-26 15:00:00+00:00,16889.69,16809.51,0.43733242362529295,-35.0653,-0.4747,trail_stop,28,28
ETHUSDT,2022-12-26 04:00:00+00:00,2022-12-26 17:00:00+00:00,1220.29,1214.86,6.051871296848953,-32.8617,-0.445,ema_cross_down,28,28
ETHUSDT,2022-12-26 23:00:00+00:00,2022-12-27 08:00:00+00:00,1228.11,1216.95,6.000624796038492,-66.967,-0.9087,trail_stop,28,27
BNBUSDT,2023-01-02 10:00:00+00:00,2023-01-02 23:00:00+00:00,246.9,245.2,29.780014479878027,-50.626,-0.6885,trail_stop,27,27
BNBUSDT,2023-01-03 22:00:00+00:00,2023-01-06 06:00:00+00:00,246.0,255.7,29.837516540357466,289.4239,3.9431,trail_stop,26,26
BTCUSDT,2023-01-06 18:00:00+00:00,2023-01-07 00:00:00+00:00,16850.45,16978.18,0.4398924091960929,56.1875,0.758,fg_extreme_fear,26,25
BNBUSDT,2023-01-16 18:00:00+00:00,2023-01-17 00:00:00+00:00,300.7,298.7,24.69714636147309,-49.3943,-0.6651,ema_cross_down,45,51
CAKEUSDT,2023-01-17 08:00:00+00:00,2023-01-17 23:00:00+00:00,3.747,3.696,3957.3436550382826,-201.8245,-1.3611,trail_stop,51,51
BNBUSDT,2023-01-17 09:00:00+00:00,2023-01-18 15:00:00+00:00,301.0,294.5,49.13153899959489,-319.355,-2.1595,trail_stop,51,52
BTCUSDT,2023-01-20 02:00:00+00:00,2023-01-21 22:00:00+00:00,21079.66,22759.71,0.6910726696007566,1161.0366,7.97,trail_stop,51,53
ETHUSDT,2023-01-20 09:00:00+00:00,2023-01-21 22:00:00+00:00,1552.55,1628.96,9.356183850759194,714.906,4.9216,trail_stop,51,53
ETHUSDT,2023-01-23 20:00:00+00:00,2023-01-24 09:00:00+00:00,1634.8,1617.94,9.484675944320967,-159.9116,-1.0313,trail_stop,50,52
BTCUSDT,2023-01-25 21:00:00+00:00,2023-01-25 22:00:00+00:00,23592.55,22932.2,0.6538331980038313,-431.7588,-2.799,trail_stop,51,51
CAKEUSDT,2023-01-26 02:00:00+00:00,2023-01-27 01:00:00+00:00,3.983,3.892,3818.6575544600487,-347.4978,-2.2847,trail_stop,54,55
ETHUSDT,2023-01-26 05:00:00+00:00,2023-01-27 01:00:00+00:00,1619.59,1562.81,9.391088509693427,-533.226,-3.5058,trail_stop,54,55
BNBUSDT,2023-01-27 18:00:00+00:00,2023-01-28 12:00:00+00:00,308.7,306.0,47.843703005818746,-129.178,-0.8746,trail_stop,55,52
CAKEUSDT,2023-01-27 09:00:00+00:00,2023-01-28 13:00:00+00:00,3.972,3.96,3718.3663438812305,-44.6204,-0.3021,trail_stop,55,52
ETHUSDT,2023-01-29 08:00:00+00:00,2023-01-30 08:00:00+00:00,1590.46,1619.93,9.231575720719228,272.0545,1.8529,trail_stop,55,61
BNBUSDT,2023-01-31 15:00:00+00:00,2023-02-01 06:00:00+00:00,312.6,308.0,47.40396413634005,-218.0582,-1.4715,trail_stop,51,56
CAKEUSDT,2023-01-31 19:00:00+00:00,2023-02-01 06:00:00+00:00,4.079,3.974,3632.8706028487136,-381.4514,-2.5742,ema_cross_down,51,56
BTCUSDT,2023-02-01 20:00:00+00:00,2023-02-02 14:00:00+00:00,23573.11,23609.11,0.6159019478064949,22.1725,0.1527,trail_stop,56,60
ETHUSDT,2023-02-01 20:00:00+00:00,2023-02-02 21:00:00+00:00,1632.69,1637.19,8.892517480266775,40.0163,0.2756,trail_stop,56,60
BNBUSDT,2023-02-07 09:00:00+00:00,2023-02-08 15:00:00+00:00,330.6,327.3,44.010341089679,-145.2341,-0.9982,trail_stop,54,58
CAKEUSDT,2023-02-06 11:00:00+00:00,2023-02-09 02:00:00+00:00,4.494,4.569,3237.609871884263,242.8207,1.6689,trail_stop,56,55
BNBUSDT,2023-02-12 16:00:00+00:00,2023-02-12 21:00:00+00:00,318.5,315.0,45.835516708463324,-160.4243,-1.0989,trail_stop,50,50
